mu,sigma,runtime,fn.evals,n,gp
0.3824467157166837,0.6955972486183924,0.40625,21.0,7000.0,2.0
0.41027534488267753,0.7063264890308573,0.375,15.0,8000.0,3.0
0.4164353746713588,0.6906067836653301,0.046875,10.0,9000.0,4.0
0.4270235413655087,0.792924366267481,0.390625,20.0,5000.0,0.0
0.3672384645526151,0.7405368254032733,0.453125,23.0,6000.0,1.0
0.434066410928014,0.7462488438428578,0.4375,14.0,7000.0,2.0
0.36395217483177567,0.6525159261440622,0.296875,12.0,8000.0,3.0
0.3886096730050009,0.6616979439522178,0.328125,15.0,9000.0,4.0
0.3456452906023332,0.8010837423647975,0.375,14.0,5000.0,0.0
0.3839180708169678,0.7710270064304182,0.375,11.0,6000.0,1.0
0.3630927237581034,0.6520593314768889,0.359375,13.0,7000.0,2.0
0.42088860335579426,0.6662282778238989,0.09375,14.0,8000.0,3.0
0.41307748126291904,0.7092966222889941,0.125,17.0,9000.0,4.0
0.4004638274042659,0.7152277155330061,0.0625,13.0,5000.0,0.0
0.4139146693048942,0.7573205373226398,0.109375,15.0,6000.0,1.0
0.3857084981037036,0.6843153060889173,0.3125,10.0,7000.0,2.0
0.37731477510213596,0.6886540180269451,0.34375,10.0,8000.0,3.0
0.32296278756138025,0.6111877141805934,0.375,21.0,9000.0,4.0
0.4259836449657358,0.7754309278291185,0.359375,18.0,5000.0,0.0
0.39498496942046984,0.7129876925938244,0.0625,13.0,6000.0,1.0
0.36332282008743993,0.724820976457552,0.3125,12.0,7000.0,2.0
0.39667730526834916,0.6724767338917431,0.09375,14.0,8000.0,3.0
0.3843050800640452,0.6541692714665035,0.375,14.0,9000.0,4.0
0.36269613947191975,0.7701196284548705,0.359375,12.0,5000.0,0.0
0.3750245488095448,0.7149834642226617,0.40625,15.0,6000.0,1.0
0.38612180267665924,0.626491381268158,0.296875,9.0,7000.0,2.0
0.399261244134193,0.6901902368734929,0.15625,14.0,8000.0,3.0
0.3298741175214272,0.6050285768239443,0.390625,14.0,9000.0,4.0
0.3579755123699215,0.7488833204360645,0.421875,15.0,5000.0,0.0
0.3766973754824046,0.6921607479143982,0.21875,14.0,6000.0,1.0
0.3870006031010134,0.6896455684950207,0.453125,17.0,7000.0,2.0
0.3605068179235658,0.6435293262088078,0.375,15.0,8000.0,3.0
0.376384729670387,0.6415412992853193,0.21875,17.0,9000.0,4.0
0.3993361218623097,0.7659987041093761,0.390625,13.0,5000.0,0.0
